iter	Passed	Remaining
1661	65892	13400
1662	65927	13359
1663	65958	13318
1664	65992	13277
1665	66030	13237
1666	66065	13197
1667	66103	13157
1668	66143	13117
1669	66181	13077
1670	66213	13036
1671	66246	12995
1672	66281	12955
1673	66318	12915
1674	66351	12874
1675	66383	12833
1676	66415	12792
1677	66446	12750
1678	66492	12712
1679	66532	12672
1680	66573	12633
1681	66605	12592
1682	66637	12551
1683	66677	12511
1684	66707	12470
1685	66737	12429
1686	66768	12387
1687	66800	12346
1688	66833	12306
1689	66865	12265
1690	66905	12225
1691	66937	12184
1692	66968	12143
1693	67000	12102
1694	67035	12062
1695	67065	12021
1696	67097	11980
1697	67134	11940
1698	67166	11899
1699	67199	11858
1700	67232	11818
1701	67265	11777
1702	67302	11737
1703	67332	11696
1704	67367	11655
1705	67397	11614
1706	67427	11573
1707	67459	11532
1708	67491	11492
1709	67523	11451
1710	67556	11410
1711	67592	11370
1712	67622	11329
1713	67654	11288
1714	67690	11248
1715	67723	11208
1716	67755	11167
1717	67785	11126
1718	67822	11086
1719	67855	11046
1720	67887	11005
1721	67918	10964
1722	67950	10924
1723	67978	10882
1724	68011	10842
1725	68047	10802
1726	68084	10762
1727	68114	10721
1728	68144	10680
1729	68191	10642
1730	68226	10602
1731	68259	10562
1732	68295	10522
1733	68325	10481
1734	68354	10440
1735	68384	10399
1736	68414	10358
1737	68444	10317
1738	68481	10278
1739	68515	10237
1740	68547	10197
1741	68578	10156
1742	68606	10115
1743	68637	10075
1744	68666	10034
1745	68703	9994
1746	68736	9954
1747	68767	9913
1748	68804	9874
1749	68837	9833
1750	68869	9793
1751	68900	9752
1752	68939	9713
1753	68971	9673
1754	69003	9632
1755	69032	9592
1756	69062	9551
1757	69092	9511
1758	69120	9470
1759	69150	9429
1760	69180	9389
1761	69212	9348
1762	69243	9308
1763	69272	9267
1764	69301	9227
1765	69331	9186
1766	69363	9146
1767	69399	9106
1768	69435	9067
1769	69466	9026
1770	69495	8986
1771	69527	8946
1772	69561	8906
1773	69600	8866
1774	69630	8826
1775	69660	8786
1776	69693	8746
1777	69727	8706
1778	69756	8665
1779	69784	8625
1780	69821	8585
1781	69861	8546
1782	69895	8506
1783	69929	8466
1784	69959	8426
1785	69990	8386
1786	70022	8346
1787	70060	8307
1788	70090	8266
1789	70118	8226
1790	70148	8185
1791	70179	8145
1792	70211	8105
1793	70250	8066
1794	70287	8027
1795	70323	7987
1796	70354	7947
1797	70383	7907
1798	70414	7867
1799	70445	7827
1800	70477	7787
1801	70508	7747
1802	70541	7707
1803	70571	7667
1804	70600	7627
1805	70635	7587
1806	70662	7547
1807	70692	7507
1808	70728	7467
1809	70761	7428
1810	70795	7388
1811	70829	7348
1812	70874	7310
1813	70901	7269
1814	70927	7229
1815	70963	7190
1816	70994	7150
1817	71023	7110
1818	71051	7070
1819	71079	7029
1820	71107	6989
1821	71135	6949
1822	71169	6910
1823	71201	6870
1824	71229	6830
1825	71261	6790
1826	71289	6750
1827	71317	6710
1828	71348	6670
1829	71384	6631
1830	71415	6591
1831	71448	6552
1832	71478	6512
1833	71509	6472
1834	71538	6432
1835	71574	6393
1836	71606	6353
1837	71641	6314
1838	71674	6274
1839	71705	6235
1840	71738	6195
1841	71769	6156
1842	71803	6116
1843	71854	6078
1844	71884	6039
1845	71916	5999
1846	71946	5959
1847	71978	5920
1848	72008	5880
1849	72043	5841
1850	72075	5801
1851	72110	5762
1852	72140	5722
1853	72169	5683
1854	72204	5643
1855	72241	5604
1856	72272	5565
1857	72300	5525
1858	72328	5485
1859	72355	5446
1860	72385	5406
1861	72416	5367
1862	72447	5327
1863	72482	5288
1864	72517	5249
1865	72548	5209
1866	72578	5170
1867	72608	5130
1868	72639	5091
1869	72673	5052
1870	72714	5013
1871	72750	4974
1872	72783	4935
1873	72814	4895
1874	72844	4856
1875	72870	4816
1876	72899	4777
1877	72929	4737
1878	72966	4698
1879	72996	4659
1880	73027	4620
1881	73061	4580
1882	73101	4542
1883	73147	4503
1884	73186	4464
1885	73221	4425
1886	73252	4386
1887	73284	4347
1888	73317	4308
1889	73349	4268
1890	73383	4229
1891	73415	4190
1892	73446	4151
1893	73473	4112
1894	73505	4072
1895	73535	4033
1896	73566	3994
1897	73601	3955
1898	73632	3916
1899	73660	3876
1900	73693	3837
1901	73726	3798
1902	73758	3759
1903	73788	3720
1904	73821	3681
1905	73851	3642
1906	73879	3602
1907	73908	3563
1908	73937	3524
1909	73965	3485
1910	73994	3446
1911	74022	3406
1912	74057	3367
1913	74087	3328
1914	74118	3289
1915	74148	3250
1916	74178	3211
1917	74207	3172
1918	74236	3133
1919	74267	3094
1920	74303	3055
1921	74333	3016
1922	74362	2977
1923	74391	2938
1924	74420	2899
1925	74451	2860
1926	74477	2821
1927	74508	2782
1928	74542	2743
1929	74573	2704
1930	74604	2665
1931	74636	2626
1932	74665	2587
1933	74696	2549
1934	74734	2510
1935	74768	2471
1936	74799	2432
1937	74834	2394
1938	74868	2355
1939	74901	2316
1940	74933	2277
1941	74967	2239
1942	75001	2200
1943	75034	2161
1944	75061	2122
1945	75091	2083
1946	75120	2044
1947	75149	2006
1948	75179	1967
1949	75213	1928
1950	75246	1889
1951	75276	1851
1952	75306	1812
1953	75334	1773
1954	75362	1734
1955	75394	1695
1956	75424	1657
1957	75459	1618
1958	75491	1579
1959	75522	1541
1960	75553	1502
1961	75583	1463
1962	75619	1425
1963	75647	1386
1964	75680	1347
1965	75723	1309
1966	75764	1271
1967	75802	1232
1968	75833	1193
1969	75869	1155
1970	75901	1116
1971	75931	1078
1972	75961	1039
1973	75990	1000
1974	76020	962
1975	76051	923
1976	76088	885
1977	76120	846
1978	76150	808
1979	76181	769
1980	76226	731
1981	76256	692
1982	76291	654
1983	76320	615
1984	76350	576
1985	76380	538
1986	76408	499
1987	76438	461
1988	76467	422
1989	76497	384
1990	76533	345
1991	76564	307
1992	76595	269
1993	76624	230
1994	76655	192
1995	76683	153
1996	76711	115
1997	76744	76
1998	76781	38
1999	76815	0
